labels,text,text_hi,text_de
ham,I wont touch you with out your permission.,मैं अपनी अनुमति से बाहर आप को छू.,Ich werde Sie nicht mit Ihrer Erlaubnis anfassen.
spam,Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Calls£1/minMobsmoreLKPOBOX177HP51FL,अपनी LUUCY Hy Hy Hy Herty पूरे दिन WAN और मैं होटल में अकेला ब होगा होटल यू आकर्षक syys पर? कोर 29099996666666L xlick1 /MONTLONP7775LL,Hallo seine LUCY Hubby bei meetins den ganzen Tag Fri & I B allein im Hotel U Phantasie Kreuzkümmel über? Pls verlassen msg 2 Tage 09099726395 Lucy x Calls£1/minMobsmoreLKPOBOX177HP51FL
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",7 मेरी दुनिया में धन्यवाद,"7 Wunder in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Persönlichkeit 3rd Ur Nature 2nd Ur SMS und 1. ""Ur Lovely Friendship""... guten Morgen"
ham,Take some small dose tablet for fever,बुखार के लिए कुछ छोटी खुराक लें,Nehmen Sie einige kleine Dosis Tablette für Fieber
ham,Oh. U must have taken your REAL Valentine out shopping first.,ओह. अमेरिका पहले बाजार से बाहर ले लिया होगा.,"Oh, U muss deinen REAL Valentine erst mitgenommen haben, um einzukaufen."
ham,"Just sent you an email – to an address with incomm in it, is that right?","सिर्फ आपको एक ईमेल संदेश भेजा है - इसमें कॉमिंग के साथ पता, क्या यही सही है?","Ich habe Ihnen gerade eine E-Mail geschickt – an eine Adresse mit incomm in it, ist das richtig?"
ham,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early",मैं यहाँ से बाहर निकलने में सक्षम हो सकता है थोड़ा जल्दी.,Wirst du die ganze Nacht bei Blake sein?
ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e","दोस्ती खेलने के लिए एक खेल नहीं है, यह कहने के लिए एक शब्द नहीं है, यह कहने के लिए\ मार्च पर शुरू नहीं होता है और मई पर समाप्त होता है, यह कल, आज और ई.","Freundschaft ist kein Spiel zu spielen, Es ist kein Wort zu sagen, Es beginnt nicht im März und endet im Mai, Es ist morgen, gestern, heute und e"
ham,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!","अच्छा लगा. रुको... तुम्हें अभी मैसेज होना चाहिए? मैं तुम्हारा टिकट भुगतान नहीं कर रहा हूँ, फिर भी पता है!","Warte... solltest du jetzt simsen? Ich bezahle nicht dein Ticket, weißt du!"
ham,I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?,"मैं बहुत ज्यादा देख रहा हूँ मेरे पैर उड़ जाते हैं. तो यूवान 2 मुझसे मिलता है, एक नश्वर पर 4 रात का खाना?",Ich beobachte Loser w my sis dis after. So u wan 2 treffen mich 4 Abendessen bei nite a nicht?
ham,Why you keeping me away like this,क्यों तुम मुझे इस तरह से दूर रखा,Warum du mich so fernhältst
ham,I think its far more than that but find out. Check google maps for a place from your dorm.,मुझे लगता है कि यह उससे कहीं अधिक है लेकिन पता है. अपने डोम से एक जगह के लिए लेवेल नक्शे देखें.,"Ich denke, es ist weit mehr als das, aber finden Sie heraus. Prüfen Sie Google Maps für einen Ort aus Ihrem Wohnheim."
ham,My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.,"मेरी यात्रा ठीक थी, लेकिन काफी थककर आज शुरू होता है लेकिन यह ठीक है 4 मुझे किसी भी मॉड्यूल नहीं ले जा रहा हूँ, लेकिन जूस मेरे अंतिम yr परियोजना पर ध्यान केंद्रित करता है.","Meine Reise war ok, aber ziemlich anstrengend lor. Uni beginnt heute, aber es ist ok 4 mich, weil ich keine Module, sondern jus konzentrieren sich auf mein endgültiges yr Projekt."
ham,Have you always been saying welp?,क्या आप हमेशा कहते रहे हैं कि हमेशा वेप किया गया है?,"Hast du schon immer ""Welp"" gesagt?"
ham,"I'm a guy, browsin is compulsory","मैं एक आदमी हूँ, bosin अनिवार्य है","Ich bin ein Kerl, Brausen ist Pflicht"
ham,Ok...,ओक...,In Ordnung.
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,"संदेश को पढ़ने के बाद मुस्कुराते हुए, दो के बीच दोस्ती की महिमा नहीं होती ।",Die Reinheit der Freundschaft zwischen zwei ist nicht über das Lächeln nach dem Lesen der weitergeleiteten Nachricht..It über das Lächeln nur durch das Sehen des Namens. Gud evng musthu
ham,"Sorry, I'll call later","क्षमा करें, मैं बाद में फोन करेंगे","Tut mir leid, ich rufe später an."
ham,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)","(मैं जोड़ करना चाहिए कि मैं वास्तव में परवाह नहीं है और अगर आप नहीं कर सकते हैं मैं कम से कम इस दोस्त को बकवास करने के लिए प्राप्त कर सकते हैं लेकिन हे, अपने पैसे अगर आप चाहते हैं)","(Ich sollte hinzufügen, dass es mir egal ist und wenn du es nicht kannst, kann ich wenigstens diesen Kerl dazu bringen, sich zu verarschen, aber hey, dein Geld, wenn du es willst)"
ham,"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea","नमस्कार! वह नयी नौकरी कैसे चला जाता है? क्या अब आप खुश हैं? क्या तुम मेरे बारे में सोचते हो? मैं जाग जाता हूँ, मेरे दास और तुम्हें समुद्र पार से एक चुंबन भेजता हूँ.","Hallo Geliebter! Wie geht dieser neue Job? Bist du jetzt da? Bist du glücklich? Denkst du an mich? Ich wache auf, mein Sklave und sende dir einen neckenden Kuss aus dem Meer"
ham,I told your number to gautham..,मैं Gautham करने के लिए अपने नंबर कहा.,Ich habe deine Nummer Gautham gesagt.
ham,Tell them no need to investigate about me anywhere.,उन्हें मेरे बारे में कहीं भी जांच करने की कोई ज़रूरत नहीं है.,"Sag ihnen, dass sie mich nirgendwo untersuchen müssen."
ham,Ok i juz receive..,Okiz प्राप्त.,"Ok, ich empfange Juz.."
ham,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later.","मुझे विश्वास है कि मैं आज सुबह आप के लिए इतनी सारी बातें कहा जब मैं वास्तव में कहना चाहता था कि वास्तव में अच्छा सुबह था, मैं तुमसे प्यार करता हूँ! एक सुंदर सुबह है. आप पुस्तकालय में बाद में देखो.","Ich kann nicht glauben, dass ich heute Morgen so viele Dinge zu dir gesagt habe, als alles, was ich wirklich sagen wollte, ein guter Morgen war, ich liebe dich! Hab einen schönen Morgen. Bis später in der Bibliothek."
spam,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz","आपके खाते का श्रेय 500 टन पाठ संदेशों के साथ दिया गया है. इसे सक्रिय करने के लिए, सिर्फ वचन को सक्रिय करने के लिए: NT: 804888C www.80888888.888820.","Ihr Konto wurde mit 500 FREE Textnachrichten gutgeschrieben. Um zu aktivieren, nur txt das Wort: CREDIT zu Nr: 804888 T&Cs www.80488.biz"
ham,In the end she might still vomit but its okay. Not everything will come out.,अंत में वह अब भी उगल सकती है लेकिन इसके ठीक हो सकता है. सब कुछ बाहर नहीं होगा.,"Am Ende kotzt sie vielleicht noch, aber es ist in Ordnung. Nicht alles wird rauskommen."
ham,How are you with moneY...as in to you...money aint a thing....how are you sha!,आप कैसे may के साथ कर रहे हैं... आप के लिए के रूप में... पैसा एक बात है... तुम कैसे कर रहे हैं!,Wie geht es dir mit money...als in dir...Geld eine Sache zu tun....wie bist du sha!
