labels,text,text_hi,text_de,text_fr
ham,Ranjith cal drpd Deeraj and deepak 5min hold,Ranjard dragagaj और गहरे रूप में 5 min पकड़,Ranjith cal drpd Deeraj und deepak 5min hold,Ranjith cal drpd Deeraj et deepak 5min
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.","Hueukauks प्यार से गुस्सा आ रहा है, इसे गंभीरता से लेते हैं. Cudue क्रोध हो रहा है सबसे सही तरीका है गहरी प्यार दिखाने का, Nugv! uauauaud आदमी... अच्छा दिन है.","Wen ur liebenswerte Bums wütend wid u, dnt nehmen es ernst.. Coz wütend ist d meisten kindisch n wahre Art und Weise zeigt tiefe Zuneigung, Pflege n Luv!. kettoda manda... Haben schönen Tag da.","Wen ur loveable bcums colère wid u, dnt prendre au sérieux.. Coz être en colère est d la plupart enfantine n vraie façon de montrer l'affection profonde, soins n luv!.. kettoda manda... Bonne journée da."
ham,What you doing?how are you?,तुम क्या कर रहे हो?,Was machst du?Wie geht es dir?,Qu'est-ce que tu fais? Comment vas-tu?
ham,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.","ऊपर है जो 3 दिन भी है, और निगरानी वाले कंपनी जो 2wks लेता है. दूसरा तरीका है जो एक सप्ताह लेता है लेकिन जब यह जारी हो जाता है जब आप अपने सामान पाने के लिए रिश्ता बदल सकता है.","Ups, die auch 3 Tage ist, und die Reederei, die 2wks nimmt. Der andere Weg ist Uspen, die eine Woche dauert, aber wenn es zu verzögern Sie möglicherweise müssen Nipost zu bestechen, um Ihre Sachen zu bekommen.","Les hauts qui est 3 jours aussi, et la compagnie de transport qui prend 2wks. L'autre façon est les usps qui prend une semaine, mais quand il arrive à la traîne, vous pouvez avoir à soudoyer nipost pour obtenir vos affaires."
ham,"I'm back, lemme know when you're ready","मैं वापस आ रहा हूँ, लीम पता है जब तुम तैयार हो","Ich bin wieder da, ich weiß, wann du bereit bist.","Je suis de retour, je sais quand tu es prête."
ham,Don't necessarily expect it to be done before you get back though because I'm just now headin out,आप वापस पाने से पहले यह किया जाना जरूरी नहीं है लेकिन क्योंकि मैं अब सिर बाहर कर रहा हूँ,"Erwarte nicht, dass es getan wird, bevor du zurückkommst, weil ich gerade auf dem Weg bin.","Ne t'attends pas nécessairement à ce que ce soit fait avant que tu reviennes, mais parce que je viens de partir."
ham,Mmm so yummy babe ... Nice jolt to the suzy,मम्मा तो मेरी बच्ची... सर्की को अच्छा लगा,Mmm so lecker babe... Schöne jolt auf die suzy,Mmm si délicieux bébé... Belle blague à la suzy
ham,Where are you lover ? I need you ...,तुम कहाँ प्रेमी हो?,Wo sind Sie Liebhaber? Ich brauche Sie...,Où es-tu amant? J'ai besoin de toi...
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,हम आप से संपर्क करने की कोशिश की एक वीडियो हैंडसेट के हमारे जवाब के लिए फिर से करने की कोशिश की?,"Wir versuchten, Sie zu kontaktieren re Ihre Antwort auf unser Angebot eines Video Handset? 750 jederzeit Netzwerke Minuten? UNLIMITED TEXT? Camcorder? Antworten oder rufen Sie 08000930705 JETZT",Nous avons essayé de vous contacter re votre réponse à notre offre de Video Handset? 750 anytime networks mins? ILLIMITED TEXTE? Caméscope? Répondre ou téléphoner 08000930705 MAINTENANT
ham,I‘m parked next to a MINI!!!! When are you coming in today do you think?,मैं एक MI के बगल में खड़ा हूँ! आप आज में कब आ रहे हैं?,Ich bin neben einem MINI geparkt!!!! Wann kommst du heute herein?,Je suis garé à côté d'une MINI!!!! Quand entrez-vous aujourd'hui pensez-vous?
ham,Yup,हाँ,"Ja, ja, ja, ja, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein, nein.",Ouaip
ham,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,वैसे भी मैं अब अपने आप से खरीदारी कर रहा हूँ. मेरे बच्चे अभी तक नहीं किया है.,"Jedenfalls gehe ich jetzt alleine einkaufen, weil meine Schwester noch nicht fertig ist.","De toute façon, je vais faire mes courses tout seul, parce que ma sœur n'a pas encore fini."
ham,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,"मेरी नहीं. 019898789 में मुझे चारों ओर धक्का! ""","In LUTON 0125698789 ringt mich, wenn es um dich geht.",À LUTON 0125698789 ROYEZ-MOI si vous êtes sur le point de le faire!
spam,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,"अरे मैं वास्तव में सींगी करना चाहता हूँ या मुझे नंगे पाठ को 69698 के पाठ में देखने को मिलता है, जो कि पाठ 69698 के अंत में दिया गया है",Hey ich bin wirklich geil wollen chatten oder sehen mich nackten Text heiß auf 69698 Text um 150 Uhr abmelden Text stoppen 69698,Hey Je suis vraiment excité vouloir discuter ou me voir texte nu chaud à 69698 texte chargé à 150pm pour se désabonner text stop 69698
ham,Why you Dint come with us.,क्यों आप हमारे साथ आते हैं.,Warum du Dint mit uns kommst.,Pourquoi tu viens avec nous?
ham,Same. Wana plan a trip sometme then,वे एक यात्रा की योजना बनाते हैं तो,Das gleiche. Wana planen eine Reise sometme dann,Même chose. Wana planifie un voyage quelque part alors
ham,"Not sure yet, still trying to get a hold of him","नहीं अभी तक, फिर भी उसे पकड़ पाने की कोशिश कर","Noch nicht sicher, immer noch versuchen, ihn zu erreichen","Je n'en suis pas encore sûr, j'essaie toujours de le joindre."
spam,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,उर्स्टन सेवा बदल गया है! 25 मुक्त श्रेय! क्लब4 क्लब के लिए जाओ. कॉम अब संतुष्ट करने के लिए जाओ! बंद करो 870. 150p/w10292,"Ur Klingelton Service hat sich geändert! 25 Kostenlose Credits! Gehen Sie zu club4mobiles.com, um Inhalte jetzt zu wählen! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT",Ur ringtone service a changé! 25 crédits gratuits! Allez sur club4mobiles.com pour choisir le contenu maintenant! Stop? txt CLUB STOP à 87070. 150p/wk Club4 PO Box1146 MK45 2WT
ham,The evo. I just had to download flash. Jealous?,जलन?,Das Evo. Ich musste nur Flash herunterladen.,"L'evo, il fallait que je télécharge le flash."
spam,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,Ranton क्लब: प्रत्येक सप्ताह इंटरनेट पर UKsans चार्ट प्राप्त करें और किसी भी शीर्ष गुणवत्ता की अंगूठी चुनें! यह संदेश आरोप से मुक्त है.,Klingeltone Club: Holen Sie sich die UK Singles Chart auf Ihrem Handy jede Woche und wählen Sie jede Top-Qualität Klingelton! Diese Nachricht ist kostenlos.,Ringtone Club: Obtenez le graphique des singles UK sur votre mobile chaque semaine et choisissez n'importe quelle sonnerie de qualité supérieure! Ce message est gratuit.
ham,"Come to mu, we're sorting out our narcotics situation","एम के लिए आओ, हम अपने आत्मगमन की स्थिति को सुलझा रहे हैं","Komm zu Mu, wir klären unsere Drogensituation.","Venez à Mu, nous trions notre situation de narcotiques"
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.","रात एक दिन के लिए समाप्त हो गई है, सुबह एक विशेष तरीके से आ गया है.","Die Nacht ist für einen anderen Tag beendet, der Morgen ist auf besondere Weise gekommen. Mögen Sie lächeln wie die Sonnenstrahlen und lassen Ihre Sorgen in der blauen Bucht.","La nuit s'est terminée pour un autre jour, le matin est venu d'une manière spéciale. Puissiez-vous sourire comme les rayons ensoleillés et laissez vos soucis à la baie bleue."
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,HMVTCATCACACTY सही HMV के 500 पाउंड. सिर्फ 4 सरल सवाल. खेल के लिए अब! HMV को 8668 और अधिक जानकारी के लिए भेजें :www.100CORCACATCACATC - कॉम.,HMV BONUS SPECIAL 500 Pfund echte HMV Gutscheine gewonnen werden. Beantworten Sie einfach 4 einfache Fragen. Jetzt spielen! Senden Sie HMV an 86688 Mehr Info:www.100percent-real.com,HMV BONUS SPECIAL 500 livres de véritables bons HMV à gagner. Il suffit de répondre à 4 questions faciles. Jouez maintenant! Envoyer HMV à 86688 Plus d'infos:www.100percent-real.com
